User_ID,Evaluation_ID,Question ID,Question Text,Value
59226,4394,18,Worry about becoming unemployed or being transferred against your will?,0
59226,4394,23,Get exposed to undesired sexual attention or violence?,0
59383,4397,7,Feel scared without any good reason?,0
59196,4396,16,Feel treated fairly at work?,1
59383,4397,21,Feel conflicts were resolved in a fair way?,1
59370,4398,5,Feel you had nothing to look forward to?,0
59370,4398,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59311,4399,10,Feel intolerant of anything that kept you from what you were doing?,2
59321,4400,19,Feel that management trusted the employees to do their work well?,3
59427,4402,20,Trust management?,2
59226,4394,4,Overall,4
59226,4394,20,Trust management?,2
59177,4395,2,Interpersonal,5
59383,4397,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59383,4397,13,Influence decisions concerning your work?,2
59196,4396,20,Trust management?,1
59370,4398,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59311,4399,12,Get behind in your work?,1
59321,4400,22,Feel work negatively affected your private life?,0
59427,4402,3,Social,2
59266,4406,12,Get behind in your work?,0
59226,4394,1,Individual,3
59226,4394,2,Interpersonal,5
59226,4394,6,Feel that life was meaningless?,0
59226,4394,8,Feel you were close to panic?,1
59226,4394,10,Feel intolerant of anything that kept you from what you were doing?,1
59226,4394,22,Feel work negatively affected your private life?,1
59177,4395,8,Feel you were close to panic?,0
59177,4395,9,Found it hard to wind down?,1
59177,4395,12,Get behind in your work?,0
59177,4395,17,Feel there is a good relationship with your colleagues?,2
59177,4395,18,Worry about becoming unemployed or being transferred against your will?,0
59177,4395,20,Trust management?,2
59177,4395,22,Feel work negatively affected your private life?,1
59177,4395,23,Get exposed to undesired sexual attention or violence?,0
59383,4397,2,Interpersonal,5
59196,4396,7,Feel scared without any good reason?,1
59196,4396,10,Feel intolerant of anything that kept you from what you were doing?,1
59196,4396,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59383,4397,15,Feel recognized and appreciated at work?,1
59196,4396,17,Feel there is a good relationship with your colleagues?,1
59383,4397,18,Worry about becoming unemployed or being transferred against your will?,0
59383,4397,19,Feel that management trusted the employees to do their work well?,1
59370,4398,3,Social,5
59370,4398,4,Overall,5
59370,4398,12,Get behind in your work?,0
59370,4398,13,Influence decisions concerning your work?,1
59370,4398,16,Feel treated fairly at work?,3
59311,4399,2,Interpersonal,4
59311,4399,7,Feel scared without any good reason?,0
59311,4399,9,Found it hard to wind down?,2
59311,4399,14,Find your work meaningful?,2
59311,4399,19,Feel that management trusted the employees to do their work well?,3
59321,4400,23,Get exposed to undesired sexual attention or violence?,0
59266,4406,10,Feel intolerant of anything that kept you from what you were doing?,1
59475,4412,12,Get behind in your work?,3
59209,4393,13,Influence decisions concerning your work?,2
59209,4393,19,Feel that management trusted the employees to do their work well?,2
59355,4414,7,Feel scared without any good reason?,0
59355,4414,22,Feel work negatively affected your private life?,0
59226,4394,14,Find your work meaningful?,1
59383,4397,3,Social,5
59196,4396,15,Feel recognized and appreciated at work?,1
59196,4396,22,Feel work negatively affected your private life?,1
59311,4399,3,Social,2
59226,4394,19,Feel that management trusted the employees to do their work well?,2
59226,4394,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59177,4395,1,Individual,3
59177,4395,4,Overall,3
59177,4395,5,Feel you had nothing to look forward to?,1
59177,4395,6,Feel that life was meaningless?,1
59177,4395,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59177,4395,19,Feel that management trusted the employees to do their work well?,3
59383,4397,6,Feel that life was meaningless?,0
59196,4396,12,Get behind in your work?,3
59370,4398,9,Found it hard to wind down?,0
59370,4398,21,Feel conflicts were resolved in a fair way?,3
59370,4398,22,Feel work negatively affected your private life?,0
59311,4399,18,Worry about becoming unemployed or being transferred against your will?,0
59311,4399,21,Feel conflicts were resolved in a fair way?,3
59321,4400,2,Interpersonal,5
59321,4400,15,Feel recognized and appreciated at work?,3
59321,4400,17,Feel there is a good relationship with your colleagues?,3
59427,4402,8,Feel you were close to panic?,0
59177,4395,13,Influence decisions concerning your work?,1
59177,4395,14,Find your work meaningful?,1
59177,4395,15,Feel recognized and appreciated at work?,2
59177,4395,16,Feel treated fairly at work?,2
59196,4396,3,Social,3
59196,4396,9,Found it hard to wind down?,1
59383,4397,10,Feel intolerant of anything that kept you from what you were doing?,0
59383,4397,12,Get behind in your work?,0
59196,4396,14,Find your work meaningful?,1
59383,4397,14,Find your work meaningful?,3
59196,4396,18,Worry about becoming unemployed or being transferred against your will?,0
59196,4396,21,Feel conflicts were resolved in a fair way?,2
59383,4397,20,Trust management?,1
59196,4396,23,Get exposed to undesired sexual attention or violence?,0
59383,4397,22,Feel work negatively affected your private life?,0
59383,4397,23,Get exposed to undesired sexual attention or violence?,0
59370,4398,1,Individual,5
59370,4398,2,Interpersonal,5
59370,4398,6,Feel that life was meaningless?,0
59370,4398,8,Feel you were close to panic?,0
59370,4398,14,Find your work meaningful?,3
59370,4398,19,Feel that management trusted the employees to do their work well?,3
59370,4398,20,Trust management?,3
59370,4398,23,Get exposed to undesired sexual attention or violence?,0
59311,4399,5,Feel you had nothing to look forward to?,1
59311,4399,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59311,4399,20,Trust management?,3
59311,4399,23,Get exposed to undesired sexual attention or violence?,0
59311,4399,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59321,4400,3,Social,5
59321,4400,6,Feel that life was meaningless?,0
59321,4400,9,Found it hard to wind down?,0
59321,4400,13,Influence decisions concerning your work?,3
59321,4400,14,Find your work meaningful?,3
59321,4400,16,Feel treated fairly at work?,3
59321,4400,18,Worry about becoming unemployed or being transferred against your will?,0
59321,4400,21,Feel conflicts were resolved in a fair way?,3
59427,4402,1,Individual,3
59427,4402,2,Interpersonal,3
59427,4402,4,Overall,3
59427,4402,5,Feel you had nothing to look forward to?,2
59427,4402,6,Feel that life was meaningless?,1
59427,4402,7,Feel scared without any good reason?,0
59427,4402,9,Found it hard to wind down?,1
59427,4402,10,Feel intolerant of anything that kept you from what you were doing?,1
59427,4402,11,"Feel guilty about substance use (alcohol, drugs, etc)?",1
59427,4402,12,Get behind in your work?,1
59427,4402,13,Influence decisions concerning your work?,1
59427,4402,14,Find your work meaningful?,2
59427,4402,16,Feel treated fairly at work?,2
59427,4402,17,Feel there is a good relationship with your colleagues?,2
59427,4402,18,Worry about becoming unemployed or being transferred against your will?,0
59427,4402,19,Feel that management trusted the employees to do their work well?,2
59427,4402,22,Feel work negatively affected your private life?,1
59427,4402,23,Get exposed to undesired sexual attention or violence?,0
59427,4402,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59475,4412,2,Interpersonal,3
59209,4393,5,Feel you had nothing to look forward to?,0
59266,4406,3,Social,3
59462,4416,4,Overall,3
59462,4416,21,Feel conflicts were resolved in a fair way?,2
59266,4406,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59266,4406,13,Influence decisions concerning your work?,2
59266,4406,23,Get exposed to undesired sexual attention or violence?,0
59266,4406,7,Feel scared without any good reason?,1
59266,4406,8,Feel you were close to panic?,0
59266,4406,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59209,4393,8,Feel you were close to panic?,1
59266,4406,15,Feel recognized and appreciated at work?,2
59266,4406,1,Individual,5
59266,4406,2,Interpersonal,5
59266,4406,19,Feel that management trusted the employees to do their work well?,2
59475,4412,15,Feel recognized and appreciated at work?,1
59475,4412,17,Feel there is a good relationship with your colleagues?,1
59209,4393,3,Social,4
59209,4393,9,Found it hard to wind down?,0
59209,4393,18,Worry about becoming unemployed or being transferred against your will?,0
59266,4406,4,Overall,4
59266,4406,5,Feel you had nothing to look forward to?,0
59266,4406,6,Feel that life was meaningless?,0
59266,4406,9,Found it hard to wind down?,0
59266,4406,16,Feel treated fairly at work?,2
59266,4406,17,Feel there is a good relationship with your colleagues?,3
59266,4406,18,Worry about becoming unemployed or being transferred against your will?,3
59266,4406,20,Trust management?,1
59475,4412,23,Get exposed to undesired sexual attention or violence?,0
59209,4393,17,Feel there is a good relationship with your colleagues?,3
59462,4416,14,Find your work meaningful?,2
59266,4406,21,Feel conflicts were resolved in a fair way?,3
59266,4406,22,Feel work negatively affected your private life?,0
59209,4393,1,Individual,4
59209,4393,7,Feel scared without any good reason?,0
59475,4412,1,Individual,2
59475,4412,3,Social,2
59475,4412,4,Overall,2
59475,4412,5,Feel you had nothing to look forward to?,2
59475,4412,6,Feel that life was meaningless?,1
59475,4412,7,Feel scared without any good reason?,2
59475,4412,8,Feel you were close to panic?,1
59475,4412,9,Found it hard to wind down?,1
59475,4412,10,Feel intolerant of anything that kept you from what you were doing?,2
59475,4412,11,"Feel guilty about substance use (alcohol, drugs, etc)?",2
59475,4412,13,Influence decisions concerning your work?,1
59475,4412,14,Find your work meaningful?,0
59475,4412,16,Feel treated fairly at work?,2
59475,4412,18,Worry about becoming unemployed or being transferred against your will?,0
59475,4412,19,Feel that management trusted the employees to do their work well?,2
59475,4412,20,Trust management?,1
59475,4412,21,Feel conflicts were resolved in a fair way?,2
59475,4412,22,Feel work negatively affected your private life?,2
59475,4412,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59209,4393,2,Interpersonal,3
59209,4393,4,Overall,4
59209,4393,6,Feel that life was meaningless?,0
59209,4393,10,Feel intolerant of anything that kept you from what you were doing?,1
59209,4393,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59209,4393,12,Get behind in your work?,1
59209,4393,14,Find your work meaningful?,1
59209,4393,15,Feel recognized and appreciated at work?,2
59209,4393,16,Feel treated fairly at work?,3
59209,4393,20,Trust management?,3
59209,4393,21,Feel conflicts were resolved in a fair way?,2
59209,4393,22,Feel work negatively affected your private life?,1
59209,4393,23,Get exposed to undesired sexual attention or violence?,0
59209,4393,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59355,4414,1,Individual,5
59355,4414,2,Interpersonal,4
59355,4414,3,Social,4
59355,4414,4,Overall,5
59355,4414,5,Feel you had nothing to look forward to?,1
59355,4414,6,Feel that life was meaningless?,0
59355,4414,8,Feel you were close to panic?,0
59355,4414,9,Found it hard to wind down?,2
59355,4414,10,Feel intolerant of anything that kept you from what you were doing?,1
59355,4414,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59355,4414,12,Get behind in your work?,0
59355,4414,13,Influence decisions concerning your work?,0
59355,4414,14,Find your work meaningful?,3
59355,4414,15,Feel recognized and appreciated at work?,3
59355,4414,16,Feel treated fairly at work?,3
59355,4414,17,Feel there is a good relationship with your colleagues?,3
59355,4414,18,Worry about becoming unemployed or being transferred against your will?,1
59355,4414,19,Feel that management trusted the employees to do their work well?,3
59355,4414,20,Trust management?,3
59355,4414,21,Feel conflicts were resolved in a fair way?,3
59355,4414,23,Get exposed to undesired sexual attention or violence?,0
59355,4414,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59462,4416,6,Feel that life was meaningless?,0
59462,4416,7,Feel scared without any good reason?,0
59462,4416,13,Influence decisions concerning your work?,0
59462,4416,2,Interpersonal,4
59462,4416,3,Social,2
59462,4416,16,Feel treated fairly at work?,2
59462,4416,22,Feel work negatively affected your private life?,0
59462,4416,9,Found it hard to wind down?,2
59462,4416,17,Feel there is a good relationship with your colleagues?,2
59462,4416,1,Individual,3
59462,4416,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59462,4416,20,Trust management?,2
59462,4416,10,Feel intolerant of anything that kept you from what you were doing?,1
59462,4416,5,Feel you had nothing to look forward to?,2
59462,4416,8,Feel you were close to panic?,1
59462,4416,12,Get behind in your work?,0
59462,4416,23,Get exposed to undesired sexual attention or violence?,0
59462,4416,15,Feel recognized and appreciated at work?,2
59462,4416,18,Worry about becoming unemployed or being transferred against your will?,0
59462,4416,19,Feel that management trusted the employees to do their work well?,2
59462,4416,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59518,4422,1,Individual,3
59518,4422,2,Interpersonal,2
59518,4422,3,Social,4
59518,4422,4,Overall,4
59518,4422,17,Feel there is a good relationship with your colleagues?,3
59507,4424,10,Feel intolerant of anything that kept you from what you were doing?,1
59507,4424,16,Feel treated fairly at work?,3
59507,4424,19,Feel that management trusted the employees to do their work well?,3
59507,4424,8,Feel you were close to panic?,1
59518,4422,8,Feel you were close to panic?,1
59518,4422,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59518,4422,22,Feel work negatively affected your private life?,1
59518,4422,5,Feel you had nothing to look forward to?,1
59507,4424,12,Get behind in your work?,0
59507,4424,13,Influence decisions concerning your work?,2
59507,4424,23,Get exposed to undesired sexual attention or violence?,0
59518,4422,20,Trust management?,3
59507,4424,5,Feel you had nothing to look forward to?,0
59518,4422,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59518,4422,6,Feel that life was meaningless?,1
59507,4424,3,Social,3
59507,4424,21,Feel conflicts were resolved in a fair way?,3
59518,4422,7,Feel scared without any good reason?,0
59518,4422,13,Influence decisions concerning your work?,1
59507,4424,6,Feel that life was meaningless?,0
59507,4424,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59507,4424,15,Feel recognized and appreciated at work?,3
59518,4422,12,Get behind in your work?,1
59518,4422,18,Worry about becoming unemployed or being transferred against your will?,0
59507,4424,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59518,4422,9,Found it hard to wind down?,0
59507,4424,7,Feel scared without any good reason?,0
59518,4422,10,Feel intolerant of anything that kept you from what you were doing?,2
59507,4424,17,Feel there is a good relationship with your colleagues?,2
59518,4422,14,Find your work meaningful?,3
59518,4422,21,Feel conflicts were resolved in a fair way?,3
59518,4422,15,Feel recognized and appreciated at work?,3
59507,4424,1,Individual,3
59518,4422,16,Feel treated fairly at work?,3
59518,4422,19,Feel that management trusted the employees to do their work well?,3
59507,4424,2,Interpersonal,5
59518,4422,23,Get exposed to undesired sexual attention or violence?,0
59507,4424,9,Found it hard to wind down?,1
59507,4424,4,Overall,3
59507,4424,14,Find your work meaningful?,1
59519,4437,19,Feel that management trusted the employees to do their work well?,3
59496,4438,14,Find your work meaningful?,2
59507,4424,18,Worry about becoming unemployed or being transferred against your will?,0
59507,4424,20,Trust management?,3
59507,4424,22,Feel work negatively affected your private life?,1
59519,4437,3,Social,1
59497,4448,19,Feel that management trusted the employees to do their work well?,2
59519,4437,16,Feel treated fairly at work?,3
59519,4437,15,Feel recognized and appreciated at work?,2
59496,4438,17,Feel there is a good relationship with your colleagues?,3
59439,4444,15,Feel recognized and appreciated at work?,1
59439,4444,21,Feel conflicts were resolved in a fair way?,2
59496,4438,15,Feel recognized and appreciated at work?,3
59496,4438,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59439,4444,22,Feel work negatively affected your private life?,1
59439,4444,1,Individual,5
59439,4444,9,Found it hard to wind down?,2
59439,4444,18,Worry about becoming unemployed or being transferred against your will?,2
59497,4448,17,Feel there is a good relationship with your colleagues?,2
59519,4437,14,Find your work meaningful?,2
59439,4444,5,Feel you had nothing to look forward to?,0
59497,4448,2,Interpersonal,5
59497,4448,15,Feel recognized and appreciated at work?,2
59496,4438,5,Feel you had nothing to look forward to?,0
59519,4437,5,Feel you had nothing to look forward to?,1
59519,4437,6,Feel that life was meaningless?,0
59519,4437,17,Feel there is a good relationship with your colleagues?,1
59519,4437,21,Feel conflicts were resolved in a fair way?,3
59519,4437,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59496,4438,3,Social,4
59496,4438,7,Feel scared without any good reason?,0
59496,4438,8,Feel you were close to panic?,1
59496,4438,13,Influence decisions concerning your work?,2
59496,4438,18,Worry about becoming unemployed or being transferred against your will?,0
59496,4438,21,Feel conflicts were resolved in a fair way?,2
59439,4444,13,Influence decisions concerning your work?,1
59497,4448,10,Feel intolerant of anything that kept you from what you were doing?,1
59497,4448,16,Feel treated fairly at work?,2
59519,4437,20,Trust management?,2
59496,4438,1,Individual,3
59496,4438,23,Get exposed to undesired sexual attention or violence?,0
59439,4444,16,Feel treated fairly at work?,1
59519,4437,18,Worry about becoming unemployed or being transferred against your will?,1
59519,4437,22,Feel work negatively affected your private life?,1
59519,4437,1,Individual,3
59519,4437,2,Interpersonal,3
59519,4437,4,Overall,4
59519,4437,7,Feel scared without any good reason?,0
59519,4437,8,Feel you were close to panic?,0
59519,4437,9,Found it hard to wind down?,3
59519,4437,10,Feel intolerant of anything that kept you from what you were doing?,1
59519,4437,11,"Feel guilty about substance use (alcohol, drugs, etc)?",2
59519,4437,12,Get behind in your work?,1
59519,4437,13,Influence decisions concerning your work?,1
59519,4437,23,Get exposed to undesired sexual attention or violence?,0
59496,4438,2,Interpersonal,4
59496,4438,4,Overall,3
59496,4438,6,Feel that life was meaningless?,0
59496,4438,9,Found it hard to wind down?,1
59496,4438,10,Feel intolerant of anything that kept you from what you were doing?,1
59496,4438,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59496,4438,12,Get behind in your work?,0
59496,4438,16,Feel treated fairly at work?,3
59496,4438,19,Feel that management trusted the employees to do their work well?,3
59496,4438,20,Trust management?,3
59496,4438,22,Feel work negatively affected your private life?,1
59439,4444,2,Interpersonal,4
59439,4444,3,Social,3
59439,4444,4,Overall,4
59439,4444,6,Feel that life was meaningless?,0
59439,4444,7,Feel scared without any good reason?,1
59439,4444,8,Feel you were close to panic?,1
59439,4444,10,Feel intolerant of anything that kept you from what you were doing?,1
59439,4444,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59439,4444,12,Get behind in your work?,0
59439,4444,14,Find your work meaningful?,2
59439,4444,17,Feel there is a good relationship with your colleagues?,2
59439,4444,19,Feel that management trusted the employees to do their work well?,3
59439,4444,20,Trust management?,2
59439,4444,23,Get exposed to undesired sexual attention or violence?,0
59439,4444,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59497,4448,1,Individual,4
59497,4448,18,Worry about becoming unemployed or being transferred against your will?,0
59497,4448,21,Feel conflicts were resolved in a fair way?,3
59497,4448,9,Found it hard to wind down?,2
59497,4448,3,Social,4
59497,4448,8,Feel you were close to panic?,1
59497,4448,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59497,4448,4,Overall,4
59497,4448,5,Feel you had nothing to look forward to?,1
59497,4448,6,Feel that life was meaningless?,0
59497,4448,7,Feel scared without any good reason?,0
59497,4448,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59497,4448,12,Get behind in your work?,1
59497,4448,13,Influence decisions concerning your work?,0
59497,4448,14,Find your work meaningful?,1
59497,4448,20,Trust management?,2
59497,4448,22,Feel work negatively affected your private life?,1
59497,4448,23,Get exposed to undesired sexual attention or violence?,0
59155,4450,1,Individual,2
59155,4450,2,Interpersonal,3
59155,4450,3,Social,4
59155,4450,4,Overall,3
59155,4450,5,Feel you had nothing to look forward to?,2
59155,4450,6,Feel that life was meaningless?,1
59155,4450,7,Feel scared without any good reason?,2
59155,4450,8,Feel you were close to panic?,0
59155,4450,9,Found it hard to wind down?,0
59155,4450,10,Feel intolerant of anything that kept you from what you were doing?,1
59155,4450,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59155,4450,12,Get behind in your work?,0
59155,4450,13,Influence decisions concerning your work?,0
59155,4450,14,Find your work meaningful?,1
59155,4450,15,Feel recognized and appreciated at work?,1
59155,4450,16,Feel treated fairly at work?,2
59155,4450,17,Feel there is a good relationship with your colleagues?,2
59155,4450,18,Worry about becoming unemployed or being transferred against your will?,3
59155,4450,19,Feel that management trusted the employees to do their work well?,3
59155,4450,20,Trust management?,2
59155,4450,21,Feel conflicts were resolved in a fair way?,2
59155,4450,22,Feel work negatively affected your private life?,0
59155,4450,23,Get exposed to undesired sexual attention or violence?,0
59155,4450,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59482,4453,1,Individual,4
59482,4453,2,Interpersonal,3
59482,4453,3,Social,5
59482,4453,4,Overall,3
59482,4453,5,Feel you had nothing to look forward to?,0
59482,4453,6,Feel that life was meaningless?,0
59482,4453,10,Feel intolerant of anything that kept you from what you were doing?,1
59482,4453,14,Find your work meaningful?,1
59482,4453,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59482,4453,7,Feel scared without any good reason?,0
59482,4453,8,Feel you were close to panic?,0
59482,4453,9,Found it hard to wind down?,0
59482,4453,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59482,4453,12,Get behind in your work?,0
59482,4453,13,Influence decisions concerning your work?,2
59482,4453,15,Feel recognized and appreciated at work?,1
59482,4453,16,Feel treated fairly at work?,3
59482,4453,17,Feel there is a good relationship with your colleagues?,2
59482,4453,18,Worry about becoming unemployed or being transferred against your will?,1
59482,4453,23,Get exposed to undesired sexual attention or violence?,0
59482,4453,19,Feel that management trusted the employees to do their work well?,2
59482,4453,20,Trust management?,1
59482,4453,21,Feel conflicts were resolved in a fair way?,1
59482,4453,22,Feel work negatively affected your private life?,0
59200,4455,1,Individual,5
59200,4455,2,Interpersonal,5
59200,4455,3,Social,5
59200,4455,4,Overall,5
59200,4455,5,Feel you had nothing to look forward to?,0
59200,4455,6,Feel that life was meaningless?,0
59200,4455,7,Feel scared without any good reason?,0
59200,4455,8,Feel you were close to panic?,0
59200,4455,9,Found it hard to wind down?,1
59200,4455,10,Feel intolerant of anything that kept you from what you were doing?,1
59200,4455,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59200,4455,12,Get behind in your work?,3
59200,4455,13,Influence decisions concerning your work?,2
59200,4455,14,Find your work meaningful?,2
59200,4455,15,Feel recognized and appreciated at work?,1
59200,4455,16,Feel treated fairly at work?,1
59200,4455,17,Feel there is a good relationship with your colleagues?,2
59200,4455,18,Worry about becoming unemployed or being transferred against your will?,1
59200,4455,19,Feel that management trusted the employees to do their work well?,2
59200,4455,20,Trust management?,2
59200,4455,21,Feel conflicts were resolved in a fair way?,1
59200,4455,22,Feel work negatively affected your private life?,1
59200,4455,23,Get exposed to undesired sexual attention or violence?,0
59200,4455,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59346,4468,1,Individual,3
59346,4468,2,Interpersonal,3
59346,4468,3,Social,3
59346,4468,4,Overall,3
59346,4468,5,Feel you had nothing to look forward to?,0
59346,4468,6,Feel that life was meaningless?,0
59346,4468,7,Feel scared without any good reason?,0
59346,4468,8,Feel you were close to panic?,1
59346,4468,9,Found it hard to wind down?,2
59346,4468,10,Feel intolerant of anything that kept you from what you were doing?,1
59346,4468,11,"Feel guilty about substance use (alcohol, drugs, etc)?",1
59346,4468,12,Get behind in your work?,1
59346,4468,13,Influence decisions concerning your work?,1
59346,4468,14,Find your work meaningful?,2
59346,4468,15,Feel recognized and appreciated at work?,1
59346,4468,16,Feel treated fairly at work?,2
59346,4468,17,Feel there is a good relationship with your colleagues?,3
59346,4468,18,Worry about becoming unemployed or being transferred against your will?,0
59346,4468,19,Feel that management trusted the employees to do their work well?,3
59346,4468,20,Trust management?,2
59346,4468,21,Feel conflicts were resolved in a fair way?,2
59346,4468,22,Feel work negatively affected your private life?,1
59346,4468,23,Get exposed to undesired sexual attention or violence?,0
59346,4468,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59292,4517,6,Feel that life was meaningless?,3
59292,4517,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59292,4517,7,Feel scared without any good reason?,0
59292,4517,3,Social,4
59292,4517,10,Feel intolerant of anything that kept you from what you were doing?,1
59292,4517,18,Worry about becoming unemployed or being transferred against your will?,0
59292,4517,2,Interpersonal,5
59292,4517,12,Get behind in your work?,2
59292,4517,22,Feel work negatively affected your private life?,0
59292,4517,17,Feel there is a good relationship with your colleagues?,1
59292,4517,1,Individual,3
59292,4517,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59292,4517,15,Feel recognized and appreciated at work?,0
59292,4517,20,Trust management?,2
59292,4517,4,Overall,3
59292,4517,13,Influence decisions concerning your work?,1
59292,4517,21,Feel conflicts were resolved in a fair way?,2
59292,4517,23,Get exposed to undesired sexual attention or violence?,0
59292,4517,5,Feel you had nothing to look forward to?,3
59292,4517,8,Feel you were close to panic?,0
59292,4517,9,Found it hard to wind down?,0
59292,4517,16,Feel treated fairly at work?,2
59292,4517,19,Feel that management trusted the employees to do their work well?,1
59292,4517,14,Find your work meaningful?,0
59336,4520,1,Individual,3
59336,4520,2,Interpersonal,2
59336,4520,3,Social,2
59336,4520,4,Overall,3
59336,4520,5,Feel you had nothing to look forward to?,1
59336,4520,6,Feel that life was meaningless?,0
59336,4520,7,Feel scared without any good reason?,0
59336,4520,8,Feel you were close to panic?,0
59336,4520,9,Found it hard to wind down?,1
59336,4520,10,Feel intolerant of anything that kept you from what you were doing?,0
59336,4520,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59336,4520,12,Get behind in your work?,3
59336,4520,13,Influence decisions concerning your work?,2
59336,4520,14,Find your work meaningful?,1
59336,4520,15,Feel recognized and appreciated at work?,2
59336,4520,16,Feel treated fairly at work?,2
59336,4520,17,Feel there is a good relationship with your colleagues?,2
59336,4520,18,Worry about becoming unemployed or being transferred against your will?,0
59336,4520,19,Feel that management trusted the employees to do their work well?,2
59336,4520,20,Trust management?,1
59336,4520,21,Feel conflicts were resolved in a fair way?,1
59336,4520,22,Feel work negatively affected your private life?,1
59336,4520,23,Get exposed to undesired sexual attention or violence?,0
59336,4520,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59337,4523,19,Feel that management trusted the employees to do their work well?,3
59418,4525,2,Interpersonal,4
59418,4525,7,Feel scared without any good reason?,0
59337,4523,12,Get behind in your work?,0
59337,4523,8,Feel you were close to panic?,0
59337,4523,17,Feel there is a good relationship with your colleagues?,3
59418,4525,21,Feel conflicts were resolved in a fair way?,0
59283,4526,17,Feel there is a good relationship with your colleagues?,1
59337,4523,2,Interpersonal,4
59337,4523,22,Feel work negatively affected your private life?,0
59418,4525,18,Worry about becoming unemployed or being transferred against your will?,0
59337,4523,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59337,4523,18,Worry about becoming unemployed or being transferred against your will?,1
59418,4525,12,Get behind in your work?,0
59418,4525,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59283,4526,19,Feel that management trusted the employees to do their work well?,2
59337,4523,1,Individual,5
59337,4523,3,Social,5
59337,4523,15,Feel recognized and appreciated at work?,2
59337,4523,23,Get exposed to undesired sexual attention or violence?,0
59418,4525,3,Social,4
59337,4523,4,Overall,5
59418,4525,13,Influence decisions concerning your work?,1
59283,4526,12,Get behind in your work?,0
59283,4526,22,Feel work negatively affected your private life?,0
59337,4523,5,Feel you had nothing to look forward to?,0
59337,4523,20,Trust management?,3
59337,4523,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59418,4525,5,Feel you had nothing to look forward to?,1
59418,4525,15,Feel recognized and appreciated at work?,0
59337,4523,6,Feel that life was meaningless?,0
59337,4523,10,Feel intolerant of anything that kept you from what you were doing?,1
59337,4523,7,Feel scared without any good reason?,0
59337,4523,9,Found it hard to wind down?,0
59337,4523,13,Influence decisions concerning your work?,1
59337,4523,14,Find your work meaningful?,2
59337,4523,16,Feel treated fairly at work?,3
59337,4523,21,Feel conflicts were resolved in a fair way?,3
59283,4526,3,Social,4
59418,4525,19,Feel that management trusted the employees to do their work well?,2
59418,4525,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59283,4526,4,Overall,4
59283,4526,6,Feel that life was meaningless?,0
59283,4526,10,Feel intolerant of anything that kept you from what you were doing?,1
59283,4526,13,Influence decisions concerning your work?,2
59283,4526,14,Find your work meaningful?,2
59418,4525,1,Individual,4
59418,4525,4,Overall,4
59418,4525,6,Feel that life was meaningless?,0
59418,4525,8,Feel you were close to panic?,0
59418,4525,9,Found it hard to wind down?,2
